ZipCode,Nitrogen (N),Phosphorus (P),Potassium (K),pH Level
10028,59.77467306104921,5.709491768061841,77.83935432341785,5.372255954498661
10029,23.454076811152223,31.795478550531833,91.32047397901543,5.376191232454808
10030,55.76787303604822,19.108100079365716,84.56212682329567,5.310013436024132
10031,57.97127477983364,34.99494344589189,48.542489102376514,4.910026045926886
10032,51.415478650764044,19.549879280728856,38.511088660038475,5.306209374156825
10033,46.97983689750858,32.06350251042858,25.298776065082986,4.544515223630718
10034,60.42760787896006,27.684657615455393,70.75822414328887,5.300507805659537
10035,63.310916907016605,15.593533491962555,66.73288954898624,4.633465726088582
10036,39.56842447847153,26.771990565124643,89.98902736944393,5.125370144424503
10037,50.81125786209686,12.900218400028821,54.10383818619909,4.825642942423308
10038,62.3958803826998,7.706740746355133,78.60016881101153,4.675045004503844
10039,35.863343629965485,24.581046758104993,36.43970374884681,5.495360985765751
10040,53.35106714117403,32.003392657311295,20.31481103256004,4.931014705087502
10041,21.160106692622158,26.972742321653186,54.356007218184544,5.438478051158808
10042,38.07120229183323,17.738171980870245,89.390850042673,5.3536614020745805
10043,60.50031460004126,18.691761371032534,65.21842602693994,5.48355800673042
10044,30.954227803450923,15.21476359847817,63.83372514504782,4.861828717480609
10045,62.027442593747615,34.476110347312826,36.34700073571332,4.684272917262695
10046,43.35876154510504,5.0231027487167985,94.77750347357782,5.16299823921697
10047,55.42053914629178,9.198743159242998,36.138408852371356,4.793203491864759
10048,50.86325896647393,17.513175381881624,40.277681921983486,4.688175693866329
10049,41.15336260238753,24.099907922429505,34.23284914655597,5.388803094394066
10050,55.86173070670563,27.669896962626087,73.97109641473058,5.478799878616884
10051,28.025815382056557,11.957972526123449,57.85030911006886,5.3024142378226
10052,60.15310679811574,10.854753017368616,56.823798209257035,4.9307065018595715
10053,58.866373428407115,9.999314975312224,36.11410402268331,4.6776980227651315
10054,41.36083963789127,11.354011100280932,63.300580880048656,5.3724413746759545
10055,25.195564273091925,30.498022027741385,35.923332357273225,4.8088420243654015
10056,63.06095231100976,17.830547911935007,71.3703126925812,5.217753624299268
10057,41.40814593928893,26.691931003471197,63.920254080227686,5.2739193517422205
10058,43.79740647970283,12.04626096686682,34.701315115719055,4.616073582949257
10059,49.63947839286174,19.632142421654834,97.06084869403034,4.716370835792272
10060,66.1376905810965,33.2381795561385,21.684483385114373,5.274914127971523
10061,62.66439860726165,10.492658200706456,54.526252957025925,5.357192357646512
10062,59.66968850315832,20.051373882199073,21.96635564551924,5.10099254699197
10063,52.34566160842804,17.603678528749683,70.14810405006311,5.287337842656822
10064,52.39268763427886,15.539344787652263,63.61599039107868,4.71012641530968
10065,33.29788703798238,17.02512671497254,75.14173606589567,4.640451102721319
10066,25.413794661171565,11.723678898080376,35.689089811103415,5.00997617066158
10067,32.59751802885227,20.364642972547873,48.41529398194382,5.036216211652015
10068,31.208906389100438,22.053826482022796,98.46985177023986,5.130487521243322
10069,55.51860187638623,8.99693711016451,73.98437419802144,5.433156583244408
10070,40.105683824173354,7.852419771063844,40.50910054048056,4.827746899441022
10071,51.02075136924087,18.953914309328283,82.95995756383795,4.604862146977852
10072,44.68249284051967,17.314738674879095,66.47051062223825,5.500095801088789
10073,57.4408313923916,7.517965441732471,43.45016643561103,4.651023723348027
10074,35.99867237000754,26.68994151567424,65.44931568303996,5.527364537485497
10075,58.35097953514865,25.63189160134919,50.283462554950816,4.815093464554127
10076,69.80738828915105,9.110579745250075,29.86076599820125,5.82919281882521
10077,68.39746354869023,23.765122597028356,98.85020560385409,5.77329618233965
10078,47.460762271708774,6.3931169268564805,49.38635269766137,5.128544323809766
10079,27.62569000755484,19.856690401617904,38.672464289745534,4.527747301439149
10080,61.992172346128854,26.802539518108834,62.08224870483363,5.5588829406628735
10081,24.8557822322176,26.940902853653316,47.47862589133635,5.105288499597618
10082,43.154684218702386,24.035907142209613,33.62365686304913,5.380622178804073
10083,61.23097954556295,21.353797834026988,93.52139886572762,5.477802370211778
10084,46.95745135009587,9.47487939018248,45.04827142968581,4.913543340907497
10085,54.95285007770953,13.27871440852697,20.05806181237295,4.6687165624106495
10086,52.16177870374921,25.793487377570685,49.50402692050992,5.761191964448367
10087,50.42155500127849,24.902520419742345,78.24156145038876,5.244461703227555
10088,21.43756201854038,8.896978751727186,89.98720211677299,5.3281387925477475
10089,38.63108804821715,6.243593255301533,96.07558281824433,5.157437646550817
10090,26.38688031689279,19.604085046237984,39.12790915002312,4.963587151242963
10091,68.0014521104861,18.837398401391354,65.93071637066635,4.5101375851656424
10092,66.88100185354716,9.139715127411371,87.04842106681211,5.703474983141608
10093,51.08927984854783,24.09148671681137,49.54821749153875,5.404809857264794
10094,67.14418393966932,15.46491748359334,34.5487032292301,5.242258766084129
10095,57.63816000516854,22.69234255078327,84.04985529995442,5.482664254684536
10096,41.92639676015207,24.610469302945656,76.76677687727155,4.56080118390167
10097,61.07611676910992,18.492534336843477,75.7523248191144,5.925115985427649
10098,53.00066079742368,33.246624296862336,38.345447846764664,5.419660570756134
10099,26.502838570587027,25.217098504243747,53.18731350598485,4.756237395419439
10100,67.75649613666755,17.30004480832534,30.07939382015122,5.012624467036475
10101,69.86833331119323,21.13631894307896,39.70374648329913,4.698461344275217
10102,35.09138337574809,6.4350663765895835,39.70165635167291,4.857726054282295
10103,28.70515016700324,21.506341884710494,59.883281803817425,5.57733922866208
10104,55.67289618311154,8.132669008695876,56.557292264307584,4.596909115671215
10105,26.029473772937173,23.320348790456446,31.80505744554658,5.0630812553323015
10106,32.05373269949799,13.638333433934964,29.205866764777426,5.437474834842214
10107,66.20831655874484,19.484499110425837,52.58554338942835,5.778995592709007
10108,62.703657629086734,7.655357206785897,83.76108025828185,5.105405329407425
10109,42.86295307322211,17.97278550885363,34.16819277482347,5.1568945009704255
10110,26.563285757902914,13.352672834021927,28.11728836459376,5.165941242683106
10111,61.08078529936393,7.195933686521453,27.224950276692176,4.781462170155568
10112,54.95819415188296,26.224025023217777,39.46309149249505,4.779919625942475
10113,54.6460979164172,31.139214113870935,41.810934005718835,4.637785064083289
10114,55.846723718777454,22.878873952930984,59.13975940626676,5.938945219067794
10115,22.490019161561868,33.78208457114069,23.338875746467824,4.78293595535859
10116,52.84194084526785,7.351860205300005,26.427502676343167,5.006275004735421
10117,36.56104318437171,10.66364297349451,31.50199469069035,5.789259317407484
10118,51.50155427634714,23.074013077346116,40.71076899291471,4.882609652433441
10119,60.16108320839202,23.33125868434435,87.88715795403347,5.9128720580036775
10120,49.07295700074681,14.806958334604708,35.09630348957543,5.437871561010082
10121,66.17256273832687,13.828226834936192,88.21896253405195,5.661648682977586
10122,52.33797298465134,7.16356364092643,59.91371746327057,5.736004628303401
10123,40.72809157725162,27.052945127900703,57.26997421724369,5.643258763669845
10124,50.60275210922946,12.505055792209772,71.50148443255563,5.905900980167027
10125,27.020288002928332,29.25889201420653,40.29071234134274,5.624948710728798
10126,36.1420343797914,7.317757467214743,96.79601886757456,5.763383703105159
10127,38.11110183657162,10.869473419310403,97.88401408729324,5.280067273243491
10128,60.98319769597057,19.80345229905725,62.252862014198264,4.558689017349996
10129,52.35338372894448,13.877735926029361,58.801763857722904,4.758050182494915
10130,42.41822617240675,32.82669981863525,22.270790426134273,4.615269412391457
10131,58.10735151507407,16.24130965996204,86.84767628659117,5.498526501970966
10132,50.83161658792353,21.444357490124222,54.10382180740626,5.764035426424584
10133,53.296022916529566,18.7690252715971,23.873874339926306,5.9939092859748655
10134,44.761597855180966,20.904628161528365,99.42994784233136,4.639152458641685
10135,30.949888533891016,10.787368695372109,65.19651652546551,4.950911422517071
10136,20.382537534525063,20.246010394961047,30.58624784507628,4.501249859954628
10137,57.49990736130199,12.275460382633694,33.3301812659295,5.750578413000118
10138,34.164563712448455,22.146219933817733,71.60643037289205,5.382726012140948
10139,55.82781302986795,20.473942265811015,72.14676491114425,5.3325477597151645
10140,65.33344499318866,26.38089042681362,58.612387309958564,4.834460918575114
10141,58.49898960503822,23.61862365827196,56.280232175234644,5.63512874716882
10142,46.847633398914965,24.103725614330294,84.30622729902944,5.382070430854723
10143,32.78114256524613,15.377749150700188,86.16349418899485,5.787838625019161
10144,53.91923266167818,18.6905592929479,32.61285882640809,4.73977530964535
10145,31.760903355609763,20.228298566560103,86.00001687073826,5.15624917264954
10146,63.265783784703785,14.9573378995467,46.238017215266794,5.60308445644836
10147,29.003692493661614,19.34352430014598,99.75714310326667,5.027248335095469
10148,48.31588780409287,34.686080199448384,78.10655651008027,4.998018687023298
10149,52.124521836904826,16.009962493229644,21.015731400455486,5.226717448744895
10150,28.04498864506472,26.374016738300195,47.19284222965136,5.124494982232573
10151,31.67888714586497,9.8454303193189,21.561381743393568,5.984668500093036
10152,38.84191937565485,13.342034473375929,79.96713167584535,5.093725054629398
10153,46.07945993398587,34.06681471291627,97.46760686431995,5.28723197547403
10154,29.69487503730485,18.124737453941627,55.72478834690172,5.222864995968565
10155,44.96131415722529,32.95047811457759,46.37862845675403,4.595464187783142
10156,25.709984227740065,34.779755139879036,87.33537189011359,5.296217470779875
10157,53.228163258665546,29.151786813908842,41.15177932351436,5.956571240319153
10158,60.4249478165008,27.941307578361066,72.0063489911285,4.898561249277708
10159,56.93331389808029,18.516908493396578,51.776653562060204,5.933026732647113
10160,42.53226607850965,14.973355835167157,50.18208739271111,4.57503931033554
10161,34.97856575800964,12.091742205590325,92.65949376018403,4.5787087943217335
10162,35.28531139920435,30.38686941415385,72.4973029496861,4.866764132842636
10163,66.33362358820916,25.711726954657067,62.599961832535335,5.922706577577589
10164,44.05070135548898,29.924917554920697,37.30905122331351,5.640034566202104
10165,29.175125282998394,8.07627114461841,30.954505247346795,5.888729666002222
10166,46.077898676083684,10.099839267043317,94.56602484725325,5.701055981299694
10167,62.24313372840162,23.405745946915086,85.16128918429494,4.961682513191929
10168,57.00842255025498,5.029769523881733,61.28111159549243,4.8351518910660225
10169,28.87770304029248,27.270195439561256,48.237485909627694,5.207833989689868
10170,32.398122048865325,24.48384326204135,64.19593308108774,5.462158793884585
10171,20.80192313304454,26.907426666506897,88.40489877583637,5.513754077011279
10172,26.10918466058026,26.231467225204646,85.2531041536079,4.947905247266176
10173,51.43677385620289,5.210290545559525,39.219073437968234,4.568052371462966
10174,48.40587813270329,13.042141815452524,65.48396457312543,5.890024814227936
10175,22.85246037099042,9.807477669420868,92.69175749983783,4.831513597653856
10176,67.24854538342453,13.798590559160711,65.9498611491363,5.801742025179197
10177,38.38944427724757,24.893552446541914,83.87182605997889,5.820171686993782
10178,21.281526737941498,24.335705890435836,87.54458177324382,5.317043261595611
10179,21.433832174907256,16.25899482536589,98.70235129041617,5.802871340392983
10180,42.25273228731257,17.696144026894494,56.516960888510454,5.249253041480248
10181,51.02407739709686,11.425304469095675,80.04881274250302,4.659833246039448
10182,48.52445447722796,15.808004980639064,39.808993444604084,4.643652692738461
10183,61.07621023121889,15.804716419261434,50.45386484766712,5.2403271518325365
10184,35.84830335530247,13.003807681017939,77.57335392264437,5.4824010899109865
10185,57.698656825666255,10.390043717154748,44.273549171130284,4.882160645938075
10186,38.575555252073094,15.096484422309587,32.01355452770004,5.070222900572926
10187,22.81738500386581,18.685947202710008,37.861356381594156,4.602380469120152
10188,36.11414343899693,16.66649563247954,76.85065333405822,5.289884135492849
10189,27.677276987445392,18.24842083865471,56.89831722126576,4.651663513412489
10190,20.677560815024492,18.48119704770206,42.89939510747239,5.832403611132511
10191,54.47760365732392,17.439812089847567,77.68760371562422,4.924717663845188
10192,67.65430155044794,24.715128723956525,40.814617249235816,5.551768061323645
10193,58.342007904519086,14.298367538785135,74.37785085127706,4.951067150242857
10194,53.38158630705875,30.062335059994904,59.06212396108023,4.889465011797156
10195,24.110864640424754,31.25585876599048,80.4013663825096,4.968986115151462
10196,28.971732353629463,6.589367293127833,83.74483260572077,5.809303994024615
10197,33.90529215764438,34.13439113043857,83.47765902352077,5.6385839376678115
10198,67.67767077007774,17.458740221433835,55.039805949598005,5.764744603922103
10199,22.923441079382066,19.427586297190736,42.023526573730365,4.823664397807659
10200,30.18601498201519,15.703124046172864,84.61179604265841,5.077379266201008
10201,62.7471893273208,14.253035773554865,85.39364316087669,5.237318881874449
10202,66.52935226242055,18.027519637632828,57.24256824143907,4.955630957773077
10203,66.22355961209767,9.693326272562686,67.2444849785883,5.875132534542587
10204,63.25024977584596,16.390884882211626,95.54611095145079,5.924539607885853
10205,54.46902360783497,7.2717796538608015,23.005427036059032,5.081023139836856
10206,28.14434980641748,29.702728586853524,61.27738795775713,5.236278058494098
10207,24.46664184163099,23.25765767940978,33.48806658375102,4.607935582281409
10208,32.24532708165755,5.745458446412034,97.68271868388094,5.398791780353686
10209,32.53450149184951,29.157348746354085,82.08945908673674,5.576285054647149
10210,33.13259757444287,9.918830447353985,82.97197762909576,4.633086516740454
10211,40.122525418570774,15.762864100342004,40.59061085266828,4.580408254583586
10212,42.69035806827494,26.480490301881634,37.83666947074862,4.711493487231503
10213,25.95810755505031,17.902084659484128,49.0259116554849,5.855256821483155
10214,67.12616280511418,18.439225584463465,87.2002233630224,4.5665788315188625
10215,40.98856054163504,19.90746788342704,65.09544845163123,4.568295719223714
10216,22.11833277032397,17.42126541846701,80.80493958903463,5.5633560632461165
10217,65.11054042487878,19.425591870189802,73.87566329743774,4.939927457527017
10218,39.450440604281916,16.2393165694437,89.18697246794542,5.0190212150311195
10219,59.79157966210363,31.620324325141624,85.68468608808027,4.9662224080980275
10220,41.42735847840544,25.579677128719567,55.86860026151946,5.279898758822761
10221,62.99779526441141,10.712225139472748,75.50587184688783,5.239234568349042
10222,25.056032619717953,12.372277517115599,24.448544156505598,4.6486171158672525
10223,69.7326493721562,28.64608080058965,78.28704197524901,4.5415528448029665
10224,69.86467240600031,6.578162146944847,70.69081603851328,5.074650214439125
10225,27.242109759022675,5.76237005444498,87.02166668159568,4.948850678207874
10226,39.017182396126856,33.8711657426917,75.76691844581019,5.386703905601372
10227,38.91274477468635,26.540426265154647,47.47033964616619,5.846107294491207
10228,59.47244357861019,14.729532406732895,34.94149002473862,5.69521272380907
10229,27.63221389321071,8.99819241494884,99.49558246222426,5.7167935694099175
10230,63.742602141133865,12.801644169739905,49.01662676931778,4.631274745835601
10231,69.88877493433073,13.04061783922858,85.62442599446274,5.537255232703076
10232,64.80485040228427,24.324006362213908,87.11329416281372,4.735161696596598
10233,47.8387388224904,34.142618021334954,88.56997906993094,4.599064408385614
10234,44.41237675977786,18.282610078405888,28.647580618386364,4.503018512601614
10235,59.80826932082415,29.9754470690263,38.33691427044313,4.540802242422287
10236,41.99981933854103,29.788684088038597,75.29459994660148,5.245506955212779
10237,37.454708429194085,30.269366456632987,64.07520007967145,4.759312461788272
10238,33.479189840455845,14.71050237731044,58.894387418871986,5.4330011180460485
10239,20.984027320238756,12.704411942351118,32.03079277073095,4.8292422047017345
10240,20.812169395722496,11.77550869835115,44.305987097338274,4.684902159598101
10241,66.26281463685962,19.36791388170542,65.05527465060439,4.735208433944645
10242,22.241040740619702,12.569856394952279,57.826283649468294,5.8426380809901
10243,52.50238682203084,13.558419903930567,86.2654296350193,4.916211005522809
10244,67.8244626253111,27.129021925143544,31.334389266142246,4.947190533768636
10245,51.86880680815882,22.69820958850597,32.57158439907805,4.523949175619208
10246,22.93501873445284,14.359822037848213,68.50639110935738,5.633048294340191
10247,67.57054420258349,5.136849355195174,47.562050563293276,5.184634633741373
10248,68.70671137282153,12.737821190317323,79.77085823617284,5.954103497544372
10249,35.20858174640816,19.58251118402584,83.92815860335958,5.056993124699096
10250,41.6836196319877,28.563880843144663,85.6077272552336,5.017215956207653
10251,59.4408460570549,11.721297355312203,79.0225373198098,4.957142532028493
10252,45.9618701993071,26.6316878250006,31.3837525072268,5.889616974839212
10253,33.12521723839133,21.966549307537658,72.09364635735858,4.812909001224984
10254,26.244983110243048,12.258702154064093,54.22432692379242,4.881192107156463
10255,64.45019589035078,25.055693482454338,40.59567240850385,5.543413526312116
10256,37.319006994816,16.260139479209215,29.287971030218138,4.90422046298062
10257,60.09522168775721,23.739798464708855,90.73319521106329,5.163425230218697
10258,48.98406602781364,34.181757720887504,94.6708346940957,5.64280706927341
10259,27.16854675362032,26.40602674716438,55.307946397884926,5.928001462765155
10260,26.011234792102762,20.523826654572602,80.18904851111813,4.626953738842911
10261,32.47324632271391,7.625791025535518,46.929882256727325,4.630766934164191
10262,24.388289986628152,7.123158464633831,77.32264831362171,5.4753562266351725
10263,29.567501536717295,6.565325228246728,45.91358761872777,4.951420392104667
10264,42.9204740414982,14.06761588924655,82.87401010129739,5.211237730550039
10265,62.033931123042805,6.558385824806885,40.68155598914019,5.603960996748585
10266,46.2315145072338,31.40702454397015,66.67196948405136,5.378134274476193
10267,68.3807063028155,22.27402958298821,45.478944711875826,5.249638091561577
10268,29.924940602848693,11.46425059486926,55.52340252627951,4.77660703750059
10269,67.05954070555354,17.82866077451265,24.15656158611977,5.865090582936723
10270,20.54395841582843,34.81111249068299,96.01019267758323,5.462797901170676
10271,32.8069214940585,19.54872637471488,83.63835374426114,4.594579483528509
10272,64.33493075553424,16.113325023809196,33.387791495554836,5.392836861293887
10273,25.864290995719387,19.484361496670566,21.904672625317794,5.5278261898870555
10274,32.230535112761295,12.113473382174082,37.48165321120079,4.5902488729034365
10275,48.20363464108652,5.139552467275086,33.02334011458718,5.539808918993337
10276,47.800338823298056,11.934385186100144,95.8402017030476,5.0813403455952395
10277,30.56318481371183,26.57865326370864,39.619243027117896,5.859759733861195
10278,26.727734398954887,19.33779823841727,57.374615251430974,5.759695359816119
10279,31.172620728984427,12.920772117719945,47.466342775253096,4.7395352104177055
10280,67.33291802595173,13.52218829865125,64.87700734304346,4.996560126082317
10281,46.88958810068473,22.973115226942255,80.79134118546544,5.097983261821571
10282,41.708768773122046,32.65060392498316,46.751945397848466,5.885462874617354
10283,29.420725621385266,15.354573436946543,83.62726763443082,5.197806013197101
10284,61.40685799247487,29.012963344708222,49.55008339280546,5.878078790786528
10285,36.672780238454635,29.99334316906355,40.70821652403302,4.941414797878374
10286,58.07114271988855,6.553213598345973,32.78215601724405,5.849511983215823
10287,53.22161174371335,16.402267103237484,64.36318453033414,4.818300876835735
10288,34.72173715643931,23.994834908738056,34.98068638202653,5.468001610991485
10289,28.292262719374328,19.296479359143625,73.32132342585324,5.993908864831322
10290,67.87788418303212,18.34966595026898,61.44834495799544,5.317748464860531
10291,56.259251332472864,34.66003640593468,72.61032287962996,4.808119501440733
10292,42.51485871749762,19.75829441821807,46.839036636542836,5.91191720800804
10293,58.0573652577303,9.845331434284653,22.346260632215138,4.7275754386183255
10294,51.22037983974283,32.96654190739159,36.886587047787884,5.165255482118254
10295,69.31826070214416,13.097358149097897,85.27462679884513,4.503732973405027
10296,28.206149657952132,18.683237148226063,91.61957722752999,4.704164956119526
10297,53.16087624725929,15.03304534839141,55.095085709640124,5.12183351138808
10298,60.324595709888456,30.766508258010468,91.03331469597386,5.136898994571743
10299,26.194925669810424,25.62697079752106,48.25813136107077,5.708283474960661
10300,50.63947384797741,5.531632409373381,31.153827645917627,5.157097649743431
10301,28.154280304838117,12.817778929433583,79.26279137559058,5.824720052131919
10302,21.752721222384917,32.07965624925764,81.67995575760679,5.4448559997217805
10303,67.48939911190593,14.771788865988839,33.49309438794712,5.385095651151538
10304,47.07330268351055,11.778233462800568,88.2385846510895,4.702707184555233
10305,32.557378160762354,18.468035263422042,69.03055614419,4.770494495592528
10306,42.936206964316696,32.02770653202822,68.7428397065326,5.784599964482879
10307,65.03353261292114,26.526251606545376,70.78535237072552,5.561723107558677
10308,48.83028069399141,15.929832677662674,50.21596257279281,5.686539274105765
10309,24.883978142607887,22.099829152623915,36.563956283538985,5.031344001957391
10310,60.072364052342685,23.659875870289515,77.33929281738767,5.425166670425224
10311,25.87001797970157,32.126600509735894,66.53351074736356,5.758787760456286
10312,45.20275203628727,29.542895076094,81.30740459292048,5.8594348489202925
10313,41.76386525204077,26.99676947776057,43.82569728489536,5.129292860868596
10314,25.532431226001805,24.539588697743184,83.32179045401496,5.325142531583017
10315,62.476972009578574,21.86623498023253,24.75323858906058,5.2013859285738215
10316,53.28844681672041,31.59211559247823,77.05330266807788,5.766301009133305
10317,41.387531539137576,27.21506883998081,43.82650655174929,5.165821276507929
10318,31.459128044750106,21.82000970803334,59.58329448295878,5.563259215450296
10319,28.77291351873918,20.641338816185797,90.02574178326003,5.391088605264473
10320,65.81971668746034,6.979728228124714,61.43908397450011,5.671144388593714
10321,68.37302002555651,14.364669365377214,60.85211681172122,4.750543998985728
10322,28.964044732552978,30.616213604876233,95.58788299461946,4.927508852308617
10323,24.906270502640258,26.32339670702174,24.127445069883233,4.600318794255801
10324,27.08309197997646,28.239088583795333,71.12157450984014,5.466189456150895
10325,41.75992807829212,11.502366644137478,37.21535268264277,4.655133460862805
10326,67.3934447651855,13.26577574219874,94.75679564984362,5.1105412626436895
10327,52.43598000199882,31.793886753069064,94.8084195206349,5.566302476849614
10328,36.89785332824875,17.477466485063754,79.60545981926231,4.759936864749731
10329,66.19439460537112,13.14580876709455,68.60349589072868,5.831857808255455
10330,62.97502826714404,23.498533960726164,71.56014579448436,5.594468819952669
10331,68.35504243532354,32.11685308623406,31.6741270919282,4.759575475113092
10332,27.770560838911738,31.52647378011155,99.12142916966171,4.694762617233257
10333,48.41778853622364,5.44183208480046,65.03147165042539,5.493509636202244
10334,31.355690645766913,31.491809418099464,79.9772540852282,5.137256136793031
10335,47.28090070046788,28.819642833391654,72.92926399683654,4.619768373597875
10336,54.36187209430037,27.5868157353231,70.8707188919018,5.847106933985387
10337,40.992410032367886,24.794245233395035,96.05607030232504,5.453534188262827
10338,67.12431146880196,12.250836358376926,72.83727805930397,4.501972347604433
10339,47.283135298785055,19.69742604194299,62.99353673611495,5.112186561241182
10340,26.91853221530258,13.819390480226065,86.60785840548533,5.183271937856408
10341,51.174211954183875,7.463202337144335,61.607109008063226,5.260897846289313
10342,46.25706819754798,32.637688004537,57.68358821517591,4.8620521469917435
10343,69.82268548668586,14.163173604727323,45.09759257271541,5.263209626229338
10344,35.20310788305589,7.199775663189266,69.42869410490138,5.120847064006638
10345,46.37183992122352,29.853721039320043,43.784116908658355,5.866086707694561
10346,49.111929750422306,17.125173309957802,71.17157640793785,5.1932610083544954
10347,49.12963125424503,21.613126652809957,71.1680695804554,5.839087028596697
10348,59.21259505307214,33.659903238522205,27.749400458481794,5.109961189395932
10349,45.62304331910049,29.73729697741919,82.82236624203514,4.751074457516566
10350,25.426652926976477,13.032278709262457,23.564545865912798,5.187551337202279
10351,35.58766956139197,18.754259934506184,66.92371439035512,4.835119110322068
10352,52.8408007205568,15.721701628749479,56.03347075027793,5.240249406126376
10353,20.812553038646556,26.28428334382572,59.319349624627584,4.9222675386921475
10354,43.11025250291492,25.235292331147033,31.172369782301832,5.46576039705759
10355,57.66509680787314,7.691785113804066,93.3857572495858,5.928563358945851
10356,23.634120901406597,7.42830313447061,35.913385515094014,5.711460983888411
10357,51.18613079787633,7.827710466317316,31.034033838888362,4.85687744192433
10358,26.655904998536034,22.369035202101458,36.97479888264529,5.125405489107668
10359,61.33706727691379,7.08049556235372,90.76611012404801,5.776133392122599
10360,43.35654996199092,14.223753172960926,21.201571159362295,4.73573500237652
10361,34.49136311443164,19.300243425716523,38.985274768331344,5.282167370424268
10362,20.150991501618968,27.907917461985473,30.247499688925245,5.630120142843288
10363,35.98986336574242,12.769577463414203,24.70710383665386,5.043410031701873
10364,63.083838105942284,5.537061341308654,59.95822831794803,4.95784926463598
10365,33.591706025265125,12.292228067948766,99.2531176273537,4.58000203748868
10366,47.00198728487942,17.040544266848265,20.299938253517055,4.512075971261487
10367,61.2243141954519,19.967089670735376,41.33292075067138,5.061958368147472
10368,65.80938567611075,16.65241657452763,42.49849595369436,5.219202035871611
10369,60.53546670915473,26.67828392787107,21.025495898598095,5.817823965161855
10370,49.93737915628931,6.520751616177719,54.89616386099725,5.381091846028724
10371,58.12483761490954,23.469368894712648,61.05585165262876,5.420885429413411
10372,22.56098280988402,20.28588134236793,54.979832036962726,5.454233883372804
10373,41.03705113461007,32.43032997666792,50.53521538238599,4.923392135956717
10374,66.85485272480705,20.42374171381738,70.70199010852016,5.835039237580917
10375,64.11610594869967,16.75579777432962,24.587904364133237,4.994821637552867
10376,63.84047449765639,32.42462638453556,81.5771221464695,5.456378415285852
10377,46.25226829648891,32.562972448503494,41.63292954431885,5.565841036100055
10378,61.43941396362957,32.742909234622054,46.80654217212215,4.785824773223106
10379,48.606538303637166,30.000816762779387,26.601742193207656,5.8880129656352125
10380,20.698788451601306,32.65298476126546,82.51090234030443,5.625217124536736
10381,62.37780430599408,13.916298811154345,25.241756328684293,5.093935996248724
10382,23.07790338293063,19.77313209668119,24.238929461294063,5.918440929236475
10383,49.96466304829138,15.78049897181171,25.888977129150046,4.927594174947134
10384,34.31800153799481,26.41561025041566,84.04450030149415,4.852121121704108
10385,61.902657618819504,22.51327297962072,55.433480190919,5.4255345986585075
10386,22.203050087132773,21.284296318911796,38.43029632151282,4.941648081229288
10387,62.38191634135766,7.6091428288032965,41.49646578966201,5.753866249887306
10388,25.77035572027389,13.553311848061014,97.21064005065041,5.706415953738082
10389,30.09069858215139,17.439259472420186,63.66531780796784,5.646640070148675
10390,49.45893604963328,32.88219033880205,66.82887224712324,5.7855622546236365
10391,42.19946118410078,25.391417932107892,71.05424501803809,4.791563051950674
10392,38.07279008717514,24.04088082333779,29.80418344771481,5.680130667537162
10393,60.51860904332378,14.700373260720223,75.44773145519365,5.323006202128503
10394,30.719059661895976,6.140033486808124,42.29940982793206,5.456041183591616
10395,23.44044771059216,18.080783718785543,43.02827036054304,4.996343274317527
10396,20.582904588977236,12.788090599860915,69.3637219534398,5.770416648021789
